,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자,latitude,longitude
17,서울특별시 마포구청,서울특별시 마포구 방울내로9안길 29,서울특별시 마포구 망원동 467-3,생활방범,1,200,360도전방면,30,2017-03,02-3153-8433,99.999999,999.999999,2017-04-25,37.5611996332377,126.901587530913
18,서울특별시 마포구청,서울특별시 마포구 토정로3안길 20,서울특별시 마포구 합정동 368-4,생활방범,1,200,360도전방면,30,2017-03,02-3153-8433,99.999999,999.999999,2017-04-25,37.545916965573,126.915218577515
19,서울특별시 마포구청,서울특별시 마포구 독막로6길 22,서울특별시 마포구 합정동 361-4,생활방범,1,200,360도전방면,30,2017-03,02-3153-8433,99.999999,999.999999,2017-04-25,37.5470778176535,126.917100609865
20,서울특별시 마포구청,서울특별시 마포구 성미산로11길 75,서울특별시 마포구 성산동 20-2,생활방범,1,200,360도전방면,30,2017-03,02-3153-8433,99.999999,999.999999,2017-04-25,37.5639189398888,126.915751964106
21,서울특별시 마포구청,서울특별시 마포구 월드컵로20길 58,서울특별시 마포구 서교동 247-64,생활방범,1,200,360도전방면,30,2017-03,02-3153-8433,99.999999,999.999999,2017-04-25,37.5579726961004,126.912289506702
22,서울특별시 마포구청,서울특별시 마포구 월드컵북로27길 41,서울특별시 마포구 성산동 200-263,생활방범,1,200,360도전방면,30,2017-03,02-3153-8433,99.999999,999.999999,2017-04-25,37.5662074796827,126.90778006372
23,서울특별시 마포구청,서울특별시 마포구 성미산로5안길 19,서울특별시 마포구 성산동 30-4,생활방범,1,200,360도전방면,30,2017-03,02-3153-8433,99.999999,999.999999,2017-04-25,37.5609006330647,126.910457995739
24,서울특별시 마포구청,서울특별시 마포구 홍재천변,서울특별시 마포구 성산동 347-3,생활방범,1,200,360도전방면,30,2017-04,02-3153-8433,99.999999,999.999999,2017-04-25,,
25,서울특별시 마포구청,서울특별시 마포구 와우산로21길 19-3,서울특별시 마포구 서교동 359,생활방범,2,200,360도전방면,30,2017-04,02-3153-8433,99.999999,999.999999,2017-04-25,37.5522799114454,126.923250887024
26,서울특별시 마포구청,서울특별시 마포구 토정로37길 41,서울특별시 마포구 염리동 173-29,생활방범,1,200,360도전방면,30,2017-04,02-3153-8433,99.999999,999.999999,2017-04-25,37.5427312358008,126.946543576093
27,서울특별시 마포구청,서울특별시 마포구 동막로266,서울특별시 마포구 대흥동 660-1번지(태영아파트109동옆),생활방범,1,200,360도전방면,30,2017-04,02-3153-8433,99.999999,999.999999,2017-04-25,37.5437486826025,126.943686957633
28,서울특별시 마포구청,서울특별시 마포구 토정로37길 12,서울특별시 마포구 도화소어린이공원,생활방범,1,200,360도전방면,30,2017-04,02-3153-8433,99.999999,999.999999,2017-04-25,37.540362848,126.945096217
29,서울특별시 마포구청,서울특별시 마포구 토정로37길 12,서울특별시 마포구 도화소어린이공원,생활방범,1,200,360도전방면,30,2017-04,02-3153-8433,99.999999,999.999999,2017-04-25,37.540362848,126.945096217
30,서울특별시 마포구청,서울특별시 마포구 토정로37길 12,서울특별시 마포구 도화소어린이공원,생활방범,1,200,360도전방면,30,2017-04,02-3153-8433,99.999999,999.999999,2017-04-25,37.540362848,126.945096217
31,서울특별시 마포구청,서울특별시 마포구 신수로 62,서울특별시 마포구 신수동 346-1,생활방범,1,200,360도전방면,30,2017-06,02-3153-8433,99.999999,999.999999,2017-04-25,37.5471421728468,126.93433179206
32,서울특별시 마포구청,서울특별시 마포구 상암동 부엉이 근린 공원,서울특별시 마포구 상암동 부엉이 근린 공원,생활방범,1,130,360도전방면,30,2017-12,02-3153-8433,99.999999,999.999999,2017-04-25,,
33,서울특별시 마포구청,서울특별시 마포구 상암동 부엉이 근린 공원,서울특별시 마포구 상암동 부엉이 근린 공원,생활방범,1,130,360도전방면,30,2017-12,02-3153-8433,99.999999,999.999999,2017-04-25,,
34,서울특별시 마포구청,서울특별시 마포구 상암동 부엉이 근린 공원,서울특별시 마포구 상암동 부엉이 근린 공원,생활방범,1,130,360도전방면,30,2017-12,02-3153-8433,99.999999,999.999999,2017-04-25,,
35,서울특별시 마포구청,서울특별시 마포구 망원동381-1 한마음공원,서울특별시 마포구 월드컵로15길 53 힌마음공원,생활방범,1,130,360도전방면,30,2017-07,02-3153-8433,99.999999,999.999999,2017-04-25,37.5545942717353,126.90804677275
36,서울특별시 마포구청,서울특별시 마포구 서교동391-1 서교공원,서울특별시 마포구 양화로11길 21 서교공원,생활방범,1,130,360도전방면,30,2017-07,02-3153-8433,99.999999,999.999999,2017-04-25,37.5518962248297,126.915443073277
37,서울특별시 마포구청,서울특별시 마포구 동교동168-1 윗잔다리공원,서울특별시 마포구 양화로18안길 21 윗잔다리공원,생활방범,1,130,360도전방면,30,2017-07,02-3153-8433,99.999999,999.999999,2017-04-25,37.5571613084871,126.925982108
38,서울특별시 마포구청,서울특별시 마포구 창전동3-183,서울특별시 마포구 와우산체육공원 계단위 입구,생활방범,1,130,360도전방면,30,2017-07,02-3153-8433,99.999999,999.999999,2017-04-25,37.5529888195982,126.930331326039
39,서울특별시 마포구청,서울특별시 마포구 창전동3-196,서울특별시 마포구 와우산체육공원 산책로 계단,생활방범,1,130,360도전방면,30,2017-07,02-3153-8433,99.999999,999.999999,2017-04-25,37.5524492130993,126.929884701984
40,서울특별시 마포구청,서울특별시 마포구 창전동28-216,서울특별시 마포구 와우산체육공원 체육관 서측,생활방범,1,130,360도전방면,30,2017-07,02-3153-8433,99.999999,999.999999,2017-04-25,37.5520526793082,126.930296029112
41,서울특별시 마포구청,서울특별시 마포구 동교로 74,서울특별시 마포구 합정동 428-23 성산초등학교,생활방범,1,130,360도전방면,30,2017-12,02-3153-8433,99.999999,999.999999,2017-04-25,37.5536366860144,126.910291711292
42,서울특별시 마포구청,서울특별시 마포구 월드컵로7길 13,서울특별시 마포구 합정동 426-23 성산초등학교,생활방범,1,130,360도전방면,30,2017-12,02-3153-8433,99.999999,999.999999,2017-04-25,37.5525626858931,126.911409481388
43,서울특별시 마포구청,서울특별시 마포구 서강초등학교,서울특별시 마포구 창전동 393 서강초등학교,생활방범,2,130,360도전방면,30,2017-12,02-3153-8433,99.999999,999.999999,2017-04-25,37.548590832,126.926452017
44,서울특별시 마포구청,서울특별시 마포구 독막로 111,서울특별시 마포구 상수동 98-1 서강초등학교,생활방범,1,130,360도전방면,30,2017-12,02-3153-8433,99.999999,999.999999,2017-04-25,37.5486470797439,126.925885654638
45,서울특별시 마포구청,서울특별시 마포구 아현녹지공원,서울특별시 마포구 아현동 704 아현녹지공원,생활방범,1,130,360도전방면,30,2017-12,02-3153-8433,99.999999,999.999999,2017-04-25,37.5569239985198,126.962878807271
46,서울특별시 마포구청,서울특별시 마포구 동교로51길 13,서울특별시 마포구 연남동 225-1,생활방범,3,130,360도전방면,30,2017-06,02-3153-8433,99.999999,999.999999,2017-04-25,37.5647528539639,126.925981151261
47,서울특별시 마포구청,서울특별시 마포구 성미산로 173,서울특별시 마포구 연남동 225-28,생활방범,3,130,360도전방면,30,2017-06,02-3153-8433,99.999999,999.999999,2017-04-25,37.5641193920173,126.925232404979
48,서울특별시 마포구청,서울특별시 마포구 동교로 269,서울특별시 마포구 연남동 225-35,생활방범,3,130,360도전방면,30,2017-06,02-3153-8433,99.999999,999.999999,2017-04-25,37.5637161048059,126.925640328908
49,서울특별시 마포구청,서울특별시 마포구 성미산로 138,서울특별시 마포구 연남동 252-13,생활방범,3,130,360도전방면,30,2017-06,02-3153-8433,99.999999,999.999999,2017-04-25,37.5634838701599,126.922001934302
50,서울특별시 마포구청,서울특별시 마포구 성미산로27길 33,서울특별시 마포구 연남동 246-10,생활방범,3,130,360도전방면,30,2017-06,02-3153-8433,99.999999,999.999999,2017-04-25,37.5650321191773,126.921186055592
51,서울특별시 마포구청,서울특별시 마포구 성미산로23길 46,서울특별시 마포구 연남동 246-4,생활방범,3,130,360도전방면,30,2017-06,02-3153-8433,99.999999,999.999999,2017-04-25,37.5653538958536,126.920521612994
52,서울특별시 마포구청,서울특별시 마포구 동교로 253,서울특별시 마포구 연남동 229-64,생활방범,2,130,360도전방면,30,2017-06,02-3153-8433,99.999999,999.999999,2017-04-25,37.5626057403171,126.924379688452
53,서울특별시 마포구청,서울특별시 마포구 성미산로32길 51,서울특별시 마포구 연남동 256-8,생활방범,3,130,360도전방면,30,2017-06,02-3153-8433,99.999999,999.999999,2017-04-25,37.5627388379582,126.922596191095
54,서울특별시 마포구청,서울특별시 마포구 성미산로32길 25,서울특별시 마포구 연남동 229-70 옆 (화단입구 1),생활방범,3,130,360도전방면,30,2017-06,02-3153-8433,99.999999,999.999999,2017-04-25,37.5633389579484,126.923848056809
55,서울특별시 마포구청,서울특별시 마포구 성미산로 150,서울특별시 마포구 연남동 239-49 옆 (화단입구 2) 기존 143 카메라 지점,생활방범,3,130,360도전방면,30,2017-06,02-3153-8433,99.999999,999.999999,2017-04-25,37.5641078578674,126.923223308914
56,서울특별시 마포구청,서울특별시 마포구 성미산로29길 16,서울특별시 마포구 연남동 240-54 옆 (화단입구 3) 놀이터 옆,생활방범,3,130,360도전방면,30,2017-06,02-3153-8433,99.999999,999.999999,2017-04-25,37.5648353828938,126.922584317747
57,서울특별시 마포구청,서울특별시 마포구 상암9단지 앞 공원(휴암문화공원),서울특별시 마포구 상암동 월드컵9단지 앞 공원1 (902동 앞),생활방범,1,130,360도전방면,30,2017-06,02-3153-8433,99.999999,999.999999,2017-04-25,,
58,서울특별시 마포구청,서울특별시 마포구 상암9단지 앞 공원(휴암문화공원),서울특별시 마포구 상암동 월드컵9단지 앞 공원2 (대로부근,생활방범,1,130,360도전방면,30,2017-06,02-3153-8433,99.999999,999.999999,2017-04-25,,
59,서울특별시 마포구청,서울특별시 마포구 도화동 353-7 용산성당 옆(도화동 쉼터),서울특별시 마포구 도화동 353-7 용산성당 옆(도화동 쉼터),생활방범,1,130,360도전방면,30,2017-08,02-3153-8433,99.999999,999.999999,2017-04-25,37.536820779925,126.951981894455
60,서울특별시 마포구청,서울특별시 마포구 마포동 350-5 (마포어린이 공원),서울특별시 마포구 마포동 350-5 (마포어린이 공원),생활방범,1,130,360도전방면,30,2017-08,02-3153-8433,99.999999,999.999999,2017-04-25,37.535770073246,126.943680669389
61,서울특별시 마포구청,서울특별시 마포구 연남로3길 80,서울특별시 마포구 연남동 563-5 (느티나무 어린이 공원),생활방범,1,130,360도전방면,30,2017-08,02-3153-8433,99.999999,999.999999,2017-04-25,37.5596160194721,126.918816726238
62,서울특별시 마포구청,서울특별시 마포구 월드컵북로12길 27,서울특별시 마포구 성산동 113-2 (다솜 어린이 공원),생활방범,1,130,360도전방면,30,2017-08,02-3153-8433,99.999999,999.999999,2017-04-25,37.5624129432545,126.915403767822
63,서울특별시 마포구청,서울특별시 마포구 월드컵로31길 69,서울특별시 마포구 망원동 436-1 (두리 어린이 공원),생활방범,1,130,360도전방면,30,2017-08,02-3153-8433,99.999999,999.999999,2017-04-25,37.5601273475616,126.901247247672
64,서울특별시 마포구청,서울특별시 마포구 성산동 200-335 (쌍둥이 어린이 공원),서울특별시 마포구 성산동 200-335 (쌍둥이 어린이 공원),생활방범,1,130,360도전방면,30,2017-08,02-3153-8433,99.999999,999.999999,2017-04-25,37.565745705709,126.906751389838
65,서울특별시 마포구청,서울특별시 마포구 성산동 200-335 (쌍둥이 어린이 공원),서울특별시 마포구 성산동 200-335 (쌍둥이 어린이 공원),생활방범,1,130,360도전방면,30,2017-08,02-3153-8433,99.999999,999.999999,2017-04-25,37.565745705709,126.906751389838
66,서울특별시 마포구청,서울특별시 마포구 성산동 165-77 (샛터 근린공원),서울특별시 마포구 성산동 165-77 (샛터 근린공원),생활방범,1,130,360도전방면,30,2017-08,02-3153-8433,99.999999,999.999999,2017-04-25,37.5672483542278,126.906356857944
67,서울특별시 마포구청,서울특별시 마포구 성산동 147-5 e편한세상 101동 앞 (성황당 어린이 공원),서울특별시 마포구 성산동 147-5 e편한세상 101동 앞 (성황당 어린이 공원),생활방범,1,130,360도전방면,30,2017-08,02-3153-8433,99.999999,999.999999,2017-04-25,37.5690358832734,126.90733203541
68,서울특별시 마포구청,서울특별시 마포구 상암동 114-1 상암월드컵파크 1단지 2단지사이 (부엉 바위 어린이 공원),서울특별시 마포구 상암동 114-1 상암월드컵파크 1단지 2단지사이 (부엉이 바위 어린이 공원),생활방범,1,130,360도전방면,30,2017-08,02-3153-8433,99.999999,999.999999,2017-04-25,,
69,서울특별시 마포구청,서울특별시 마포구 상암동 114-1 상암월드컵파크 1단지 2단지사이 (부엉 바위 어린이 공원),서울특별시 마포구 상암동 114-1 상암월드컵파크 1단지 2단지사이 (부엉이 바위 어린이 공원),생활방범,1,130,360도전방면,30,2017-08,02-3153-8433,99.999999,999.999999,2017-04-25,,
70,서울특별시 마포구청,서울특별시 마포구 대흥동 6-4,서울특별시 마포구 대흥동 6-4,생활방범,1,130,360도전방면,30,2017-11,02-3153-8433,99.999999,999.999999,2017-04-25,37.5554462676347,126.942567949948
71,서울특별시 마포구청,서울특별시 마포구 손기정로7길 5,서울특별시 마포구 아현동 703-2,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25,37.5569085439199,126.962110770274
72,서울특별시 마포구청,서울특별시 마포구 환일길 1,서울특별시 마포구 아현동 709,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25,37.5576860591764,126.960509983326
73,서울특별시 마포구청,서울특별시 마포구 만리재로16길 11,서울특별시 마포구 공덕동 5-30,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25,37.547318485641,126.956861463815
74,서울특별시 마포구청,서울특별시 마포구 마포대로16길 20,서울특별시 마포구 공덕동 105-84,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25,37.5503047455562,126.957849695666
75,서울특별시 마포구청,서울특별시 마포구 마포대로14가길 23,서울특별시 마포구 공덕동 105-105,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25,37.5428136254554,126.95375281926
76,서울특별시 마포구청,서울특별시 마포구 만리재옛9길 20,서울특별시 마포구 공덕동 76-1,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25,37.5499870978139,126.958842682397
77,서울특별시 마포구청,서울특별시 마포구 마포대로16가길 17,서울특별시 마포구 아현동 420-5,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25,37.5518060332016,126.95812190423
78,서울특별시 마포구청,서울특별시 마포구 환일7길 17,서울특별시 마포구 아현동 87-48,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25,37.5554458297151,126.961757736749
79,서울특별시 마포구청,서울특별시 마포구 환일길 46-8,서울특별시 마포구 아현동 747-9,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25,37.5541133862052,126.960535171069
80,서울특별시 마포구청,서울특별시 마포구 만리재옛12안길 10 앞,서울특별시 마포구 공덕동 17-58,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25,37.5495003946512,126.959778398224
81,서울특별시 마포구청,서울특별시 마포구 손기정로12길 4,서울특별시 마포구 아현동 706-5,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25,37.5559436021972,126.962332003064
82,서울특별시 마포구청,서울특별시 마포구 굴레방로 6,서울특별시 마포구 아현동 267-2,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25,37.5556172778409,126.956558716708
83,서울특별시 마포구청,서울특별시 마포구 마포대로11길 25-7,서울특별시 마포구 공덕동 232-14,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25,37.5486633165851,126.952851601563
84,서울특별시 마포구청,서울특별시 마포구 마포대로11길 17,서울특별시 마포구 공덕동 232-9,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25,37.5487342253006,126.953110649454
85,서울특별시 마포구청,서울특별시 마포구 보람어린이공원,서울특별시 마포구 아현동 1공,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25,,
86,서울특별시 마포구청,서울특별시 마포구 마포대로4다길,서울특별시 마포구 마포동 413-4,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25,37.5352573531702,126.944574176611
87,서울특별시 마포구청,서울특별시 마포구 도화2길 77,서울특별시 마포구 도화동 353-2,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25,37.5375487011584,126.950199877233
88,서울특별시 마포구청,서울특별시 마포구 새창로6다길 22 앞,서울특별시 마포구 도화동 357,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25,37.5393204042072,126.953560346206
89,서울특별시 마포구청,서울특별시 마포구 독막로36길 16,서울특별시 마포구 대흥동 331,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25,37.5457481002745,126.940840616064
90,서울특별시 마포구청,서울특별시 마포구 백범로2길 46,서울특별시 마포구 노고산동 117-16,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25,37.5531292280383,126.934536536451
91,서울특별시 마포구청,서울특별시 마포구 고산길 101,서울특별시 마포구 대흥동 13-53,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25,37.555126241982,126.942549435474
92,서울특별시 마포구청,서울특별시 마포구 대흥로 191-17,서울특별시 마포구 대흥동 73-25,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25,37.5562613059199,126.945285713414
93,서울특별시 마포구청,서울특별시 마포구 백범로17길 9,서울특별시 마포구 대흥동 199-1,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25,37.5483495154154,126.944037657407
94,서울특별시 마포구청,서울특별시 마포구 백범로17길 36,서울특별시 마포구 용강동 81-51,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25,37.5485988637291,126.944568975303
95,서울특별시 마포구청,서울특별시 마포구 대흥로24다길 9,서울특별시 마포구 염리동 508-11,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25,37.5540372121263,126.94776929937
96,서울특별시 마포구청,서울특별시 마포구 마포대로11가길 12-10,서울특별시 마포구 염리동 128-73,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25,37.5476443746937,126.949383904431
97,서울특별시 마포구청,서울특별시 마포구 대흥로20길 28,서울특별시 마포구 대흥동 30-3,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25,37.5499966448705,126.945530043522
98,서울특별시 마포구청,서울특별시 마포구 백범로21길 26,서울특별시 마포구 염리동 81-57,생활방범,2,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25,37.5480342102757,126.944510928904
99,서울특별시 마포구청,서울특별시 마포구 숭문길 58,서울특별시 마포구 염리동 520,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25,37.5489177148251,126.946726557797
100,서울특별시 마포구청,서울특별시 마포구 독막로24길 17,서울특별시 마포구 구수동 20,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25,37.5464711247296,126.932923671286
101,서울특별시 마포구청,서울특별시 마포구 대흥로 33,서울특별시 마포구 신수동 445-1,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25,37.5457160100622,126.943584979206
102,서울특별시 마포구청,서울특별시 마포구 토정로17길 10,서울특별시 마포구 신수동 260,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25,37.5473703139062,126.94243651209
103,서울특별시 마포구청,서울특별시 마포구 서강로8안길 8-13,서울특별시 마포구 신수동 69-81,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25,37.5517349778569,126.934266253006
104,서울특별시 마포구청,서울특별시 마포구 독막로31길 17,서울특별시 마포구 신수동 85-23,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25,37.5558199277233,126.944818508859
105,서울특별시 마포구청,서울특별시 마포구 독막로12길 22,서울특별시 마포구 당인동 12-11,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25,37.5469444499441,126.919748581881
106,서울특별시 마포구청,서울특별시 마포구 양화로6길 80,서울특별시 마포구 합정동 410-11,생활방범,1,200,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25,37.5483194968363,126.91877283526
107,서울특별시 마포구청,서울특별시 마포구 양화로10길 59,서울특별시 마포구 서교동 395-82,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25,37.5499233985576,126.919444658914
108,서울특별시 마포구청,서울특별시 마포구 희우정로 34,서울특별시 마포구 합정동 438-18,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25,37.5502596508154,126.907434495328
109,서울특별시 마포구청,서울특별시 마포구 동교로3길 56,서울특별시 마포구 망원동 456-64,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25,37.5534242624614,126.901283404443
110,서울특별시 마포구청,서울특별시 마포구 방울내로 24-12,서울특별시 마포구 망원동 451-1,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25,37.5573139774065,126.898636161868
111,서울특별시 마포구청,서울특별시 마포구 동교로38길 28,서울특별시 마포구 연남동 382-1,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25,37.5616517085079,126.925437169991
112,서울특별시 마포구청,서울특별시 마포구 월드컵로30나길 17,서울특별시 마포구 성산동 213-4,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25,37.5617246628229,126.9076840652
113,서울특별시 마포구청,서울특별시 마포구 성원초뒷편,서울특별시 마포구 성산동 177-16,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25,37.566476357848,126.904750183825
114,서울특별시 마포구청,서울특별시 마포구 월드컵파크12단지,서울특별시 마포구 월드컵북로 하늘초등학교 인근,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25,37.586463473,126.880943844
115,서울특별시 마포구청,서울특별시 마포구 개나리어린이공원,서울특별시 마포구 중동 40-5,생활방범,1,130,360도전방면,30,2017-08,02-3153-8433,99.999999,999.999999,2017-04-25,37.5699195471039,126.909189970242
116,서울특별시 마포구청,서울특별시 마포구 상암유아숲체험장,서울특별시 마포구 상암동 1693,생활방범,1,130,360도전방면,30,2017-08,02-3153-8433,99.999999,999.999999,2017-04-25,,
117,서울특별시 마포구청,서울특별시 마포구 외주목어린이공원,서울특별시 마포구 성산1동 587-18,생활방범,1,130,360도전방면,30,2017-08,02-3153-8433,99.999999,999.999999,2017-04-25,,
118,서울특별시 마포구청,서울특별시 마포구 망원새싹어린이공원,서울특별시 마포구 망원동 509-1,생활방범,1,130,360도전방면,30,2017-08,02-3153-8433,99.999999,999.999999,2017-04-25,37.559071946517,126.898517796694
